REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q37_PERSON_SERIAL_NO,Q37_READY_ACCEPT_JOB,Q38_REASON_FOR_NOT_ACCEPTING,Q39_EXPECT_EMPLOYMENT,Q40_EXPECT_SECTOR,Q41A_EXPECT_ANY_HELP,Q41B1_EXCEPT_ASSISTANCE_1ST,Q41B2_EXCEPT_ASSISTANCE_2ND,Q41B3_EXCEPT_ASSISTANCE_3RD,Q42_NATURE_OF_THE_JOB
10,2011,03,2,32,020,01,1,021,03, ,1, , , , , , ,    
10,2011,03,2,32,020,01,1,021,04, ,1, , , , , , ,    
10,2011,03,2,32,020,01,1,021,05, ,1, , , , , , ,    
10,2011,03,2,32,020,01,1,021,06, ,1, , , , , , ,    
10,2011,03,2,32,020,02,1,022,02, ,2, , , , , , ,    
10,2011,03,2,32,020,02,1,022,03, ,3, , , , , , ,    
10,2011,03,2,32,020,02,1,022,04, ,2, , , , , , ,    
10,2011,03,2,32,020,03,1,023,03, ,1, , , , , , ,    
10,2011,03,2,32,020,03,1,023,04, ,1, , , , , , ,    
10,2011,03,2,32,020,04,1,024,02, ,2, , , , , , ,    
10,2011,03,2,32,020,04,1,024,03, ,1, , , , , , ,    
10,2011,03,2,32,020,05,1,025,01, ,2, , , , , , ,    
10,2011,03,2,32,020,05,1,025,02, ,4, , , , , , ,    
10,2011,03,2,32,020,05,1,025,03, , ,1, ,2, , , ,7122
10,2011,03,2,32,020,06,1,026,03, ,3, , , , , , ,    
10,2011,03,2,32,020,09,1,029,02, ,2, , , , , , ,    
10,2011,03,2,32,020,09,1,029,04, ,2, , , , , , ,    
10,2011,03,2,32,020,10,1,030,02, ,2, , , , , , ,    
10,2011,03,2,32,021,01,1,031,01, ,2, , , , , , ,    
10,2011,03,2,32,021,02,1,032,02, ,2, , , , , , ,    
10,2011,03,2,32,021,02,1,032,03, ,1, , , , , , ,    
10,2011,03,2,32,021,03,1,033,02, ,2, , , , , , ,    
10,2011,03,2,32,021,04,1,034,02, ,2, , , , , , ,    
10,2011,03,2,32,021,04,1,034,03,1, ,3, , , , , ,    
10,2011,03,2,32,021,04,1,034,04, ,2, , , , , , ,    
10,2011,03,2,32,021,06,1,036,03, ,1, , , , , , ,    
10,2011,03,2,32,021,06,1,036,04, ,1, , , , , , ,    
10,2011,03,2,32,021,07,1,037,03, ,4, , , , , , ,    
10,2011,03,2,32,021,07,1,037,04, ,2, , , , , , ,    
10,2011,03,2,32,021,07,1,037,05, ,9, , , , , , ,    
10,2011,03,2,32,021,09,1,039,02, ,2, , , , , , ,    
10,2011,03,2,32,021,09,1,039,06, ,1, , , , , , ,    
10,2011,03,2,32,021,10,1,040,01, ,4, , , , , , ,    
10,2011,03,2,32,021,10,1,040,02, ,2, , , , , , ,    
10,2011,03,2,32,022,01,1,041,01, ,2, , , , , , ,    
10,2011,03,2,32,022,01,1,041,02,1, ,2,4, , , , ,4113
10,2011,03,2,32,022,02,1,042,02, ,2, , , , , , ,    
10,2011,03,2,32,022,03,1,043,01, ,3, , , , , , ,    
10,2011,03,2,32,022,03,1,043,02, ,2, , , , , , ,    
10,2011,03,2,32,022,04,1,044,01, ,3, , , , , , ,    
10,2011,03,2,32,022,04,1,044,02, ,3, , , , , , ,    
10,2011,03,2,32,022,06,1,046,02, ,2, , , , , , ,    
10,2011,03,2,32,022,06,1,046,04, ,2, , , , , , ,    
10,2011,03,2,32,022,06,1,046,05, ,2, , , , , , ,    
10,2011,03,2,32,022,06,1,046,06, ,1, , , , , , ,    
10,2011,03,2,32,022,06,1,046,07, ,3, , , , , , ,    
10,2011,03,2,32,022,07,1,047,02, ,2, , , , , , ,    
10,2011,03,2,32,022,08,1,048,01, ,3, , , , , , ,    
10,2011,03,2,32,022,08,1,048,02, ,2, , , , , , ,    
10,2011,03,2,32,022,09,1,049,01, ,2, , , , , , ,    
10,2011,03,2,32,022,09,1,049,03, ,1, , , , , , ,    
10,2011,03,2,32,023,01,1,051,02, ,2, , , , , , ,    
10,2011,03,2,32,023,02,1,052,02, ,1, , , , , , ,    
10,2011,03,2,32,023,04,1,054,01, ,2, , , , , , ,    
10,2011,03,2,32,023,05,1,055,02, ,1, , , , , , ,    
10,2011,03,2,32,023,05,1,055,03, ,1, , , , , , ,    
10,2011,03,2,32,023,06,1,056,02, ,2, , , , , , ,    
10,2011,03,2,32,023,08,1,058,02, ,2, , , , , , ,    
10,2011,03,2,32,023,08,1,058,03, ,1, , , , , , ,    
10,2011,03,2,32,023,08,1,058,04, ,1, , , , , , ,    
10,2011,03,2,32,023,08,1,058,05, ,3, , , , , , ,    
10,2011,03,2,32,023,08,1,058,06, ,2, , , , , , ,    
10,2011,03,2,32,023,09,1,059,04, ,1, , , , , , ,    
10,2011,03,2,32,023,09,1,059,07, ,2, , , , , , ,    
10,2011,03,2,32,023,10,1,060,02, ,1, , , , , , ,    
10,2011,03,2,32,023,10,1,060,05, ,2, , , , , , ,    
10,2011,03,2,32,024,01,1,061,02, ,2, , , , , , ,    
10,2011,03,2,32,024,01,1,061,03, ,1, , , , , , ,    
10,2011,03,2,32,024,02,1,062,01, ,2, , , , , , ,    
10,2011,03,2,32,024,04,1,064,02, ,2, , , , , , ,    
10,2011,03,2,32,024,04,1,064,03, ,1, , , , , , ,    
10,2011,03,2,32,024,05,1,065,01, ,2, , , , , , ,    
10,2011,03,2,32,024,05,1,065,03, ,1, , , , , , ,    
10,2011,03,2,32,024,05,1,065,04, ,1, , , , , , ,    
10,2011,03,2,32,024,06,1,066,02, ,2, , , , , , ,    
10,2011,03,2,32,024,07,1,067,03,1, ,1, ,1,3, , ,7313
10,2011,03,2,32,024,07,1,067,01, ,3, , , , , , ,    
10,2011,03,2,32,024,07,1,067,02, ,3, , , , , , ,    
10,2011,03,2,32,024,08,1,068,01, ,3, , , , , , ,    
10,2011,03,2,32,024,08,1,068,02, ,3, , , , , , ,    
10,2011,03,2,32,025,01,1,071,02, ,3, , , , , , ,    
10,2011,03,2,32,025,01,1,071,03,1, ,2,4, , , , ,5122
10,2011,03,2,32,025,01,1,071,04, ,2, , , , , , ,    
10,2011,03,2,32,025,01,1,071,05, ,1, , , , , , ,    
10,2011,03,2,32,025,02,1,072,02, ,2, , , , , , ,    
10,2011,03,2,32,025,02,1,072,03, ,1, , , , , , ,    
10,2011,03,2,32,025,02,1,072,04, ,1, , , , , , ,    
10,2011,03,2,32,025,04,1,074,01, ,3, , , , , , ,    
10,2011,03,2,32,025,04,1,074,02,1, ,2,4, , , , ,9313
10,2011,03,2,32,025,04,1,074,04, ,2, , , , , , ,    
10,2011,03,2,32,025,06,1,076,02, ,2, , , , , , ,    
10,2011,03,2,32,025,07,1,077,02, ,2, , , , , , ,    
10,2011,03,2,32,025,07,1,077,03,1, ,2,1, , , , ,4115
10,2011,03,2,32,025,07,1,077,04,1, ,2,1, , , , ,4115
10,2011,03,2,32,025,07,1,077,05,1, ,2,4, , , , ,5122
10,2011,03,2,32,025,07,1,077,06, ,1, , , , , , ,    
10,2011,03,2,32,025,08,1,078,01, ,4, , , , , , ,    
10,2011,03,2,32,025,08,1,078,02, ,3, , , , , , ,    
10,2011,03,2,32,025,08,1,078,03, ,2, , , , , , ,    
10,2011,03,2,32,025,08,1,078,04, ,1, , , , , , ,    
10,2011,03,2,32,025,08,1,078,05, ,1, , , , , , ,    
10,2011,03,2,32,025,09,1,079,02, ,2, , , , , , ,    
10,2011,03,2,32,025,09,1,079,04, ,4, , , , , , ,    
10,2011,03,2,32,025,09,1,079,05,1, ,2,4, , , , ,7242
10,2011,03,2,32,025,09,1,079,06, ,1, , , , , , ,    
10,2011,03,2,32,025,10,1,080,01, ,3, , , , , , ,    
10,2011,04,1,32,026,01,1,001,02, ,2, , , , , , ,    
10,2011,04,1,32,026,02,1,002,02, ,2, , , , , , ,    
10,2011,04,1,32,026,02,1,002,03, ,9, , , , , , ,    
10,2011,04,1,32,026,02,1,002,04, ,1, , , , , , ,    
10,2011,04,1,32,026,03,1,003,01, ,3, , , , , , ,    
10,2011,04,1,32,026,03,1,003,04, ,1, , , , , , ,    
10,2011,04,1,32,026,04,1,004,02, ,2, , , , , , ,    
10,2011,04,1,32,026,08,1,008,01, ,3, , , , , , ,    
10,2011,04,1,32,026,08,1,008,02, ,2, , , , , , ,    
10,2011,04,1,32,026,09,1,009,01, ,3, , , , , , ,    
10,2011,04,1,32,026,09,1,009,02, ,2, , , , , , ,    
10,2011,04,2,32,027,02,1,043,01, ,2, , , , , , ,    
10,2011,04,2,32,027,02,1,043,02, ,1, , , , , , ,    
10,2011,04,2,32,027,02,1,043,03, ,1, , , , , , ,    
10,2011,04,2,32,027,02,1,043,04, ,1, , , , , , ,    
10,2011,04,2,32,027,03,1,044,02, ,4, , , , , , ,    
10,2011,04,2,32,027,04,1,045,01, ,3, , , , , , ,    
10,2011,04,2,32,027,05,1,046,03, ,1, , , , , , ,    
10,2011,04,2,32,027,05,1,046,04, ,1, , , , , , ,    
10,2011,04,2,32,027,06,1,047,01, ,3, , , , , , ,    
10,2011,04,2,32,027,06,1,047,03, ,3, , , , , , ,    
10,2011,04,2,32,027,06,1,047,05, ,1, , , , , , ,    
10,2011,04,2,32,027,07,1,048,03, ,3, , , , , , ,    
10,2011,04,2,32,027,07,1,048,04, ,1, , , , , , ,    
10,2011,04,2,32,027,09,1,050,02, ,2, , , , , , ,    
10,2011,04,2,32,027,10,1,051,01, ,3, , , , , , ,    
10,2011,04,2,32,028,01,1,072,01, ,3, , , , , , ,    
10,2011,04,2,32,028,01,1,072,02, ,3, , , , , , ,    
10,2011,04,2,32,028,01,1,072,03, ,3, , , , , , ,    
10,2011,04,2,32,028,02,1,073,01, ,3, , , , , , ,    
10,2011,04,2,32,028,02,1,073,03, ,2, , , , , , ,    
10,2011,04,2,32,028,04,1,075,01, ,2, , , , , , ,    
10,2011,04,2,32,028,05,1,076,01, ,3, , , , , , ,    
10,2011,04,2,32,028,05,1,076,02, ,3, , , , , , ,    
10,2011,04,2,32,028,05,1,076,03, ,2, , , , , , ,    
10,2011,04,2,32,028,05,1,076,05, ,1, , , , , , ,    
10,2011,04,2,32,028,06,1,077,02, ,2, , , , , , ,    
10,2011,04,2,32,028,06,1,077,03, ,3, , , , , , ,    
10,2011,04,2,32,028,06,1,077,04, ,3, , , , , , ,    
10,2011,04,2,32,028,07,1,078,03, ,1, , , , , , ,    
10,2011,04,2,32,028,07,1,078,04, ,1, , , , , , ,    
10,2011,04,2,32,028,09,1,080,01, ,3, , , , , , ,    
10,2011,04,2,32,028,09,1,080,02, ,2, , , , , , ,    
10,2011,04,2,32,028,10,1,081,04, ,1, , , , , , ,    
10,2011,04,2,32,028,10,1,081,05, ,2, , , , , , ,    
10,2011,04,2,32,029,01,1,011,02, ,2, , , , , , ,    
10,2011,04,2,32,029,01,1,011,03, ,1, , , , , , ,    
10,2011,04,2,32,029,03,1,013,04, ,2, , , , , , ,    
10,2011,04,2,32,029,05,1,015,01, ,2, , , , , , ,    
10,2011,04,2,32,029,05,1,015,02,1, ,2,1, , , , ,2321
10,2011,04,2,32,029,06,1,016,02, ,2, , , , , , ,    
10,2011,04,2,32,029,06,1,016,03, ,9, , , , , , ,    
10,2011,04,2,32,029,07,1,017,01, ,2, , , , , , ,    
10,2011,04,2,32,029,08,1,018,03, ,2, , , , , , ,    
10,2011,04,2,32,029,08,1,018,04, ,1, , , , , , ,    
10,2011,04,2,32,029,08,1,018,05, ,1, , , , , , ,    
10,2011,04,2,32,029,09,1,019,02, ,2, , , , , , ,    
10,2011,04,2,32,029,09,1,019,03, ,1, , , , , , ,    
10,2011,04,2,32,029,10,1,020,01, ,3, , , , , , ,    
10,2011,04,2,32,030,02,1,022,02, ,2, , , , , , ,    
10,2011,04,2,32,030,02,1,022,03, ,1, , , , , , ,    
10,2011,04,2,32,030,03,1,023,01, ,3, , , , , , ,    
10,2011,04,2,32,030,03,1,023,02, ,3, , , , , , ,    
10,2011,04,2,32,030,05,1,025,03, ,1, , , , , , ,    
10,2011,04,2,32,030,05,1,025,04, ,1, , , , , , ,    
10,2011,04,2,32,030,05,1,025,05, ,3, , , , , , ,    
10,2011,04,2,32,030,07,1,027,03, ,2, , , , , , ,    
10,2011,04,2,32,030,09,1,029,02, ,2, , , , , , ,    
10,2011,04,2,32,030,09,1,029,05, ,9, , , , , , ,    
10,2011,04,2,32,030,09,1,029,06, ,2, , , , , , ,    
10,2011,04,2,32,030,10,1,030,04, ,1, , , , , , ,    
10,2011,04,2,32,031,01,1,062,02, ,4, , , , , , ,    
10,2011,04,2,32,031,01,1,062,03, ,2, , , , , , ,    
10,2011,04,2,32,031,02,1,063,02, ,2, , , , , , ,    
10,2011,04,2,32,031,02,1,063,03, ,1, , , , , , ,    
10,2011,04,2,32,031,03,1,064,02, ,2, , , , , , ,    
10,2011,04,2,32,031,03,1,064,03, ,4, , , , , , ,    
10,2011,04,2,32,031,03,1,064,04, ,1, , , , , , ,    
10,2011,04,2,32,031,04,1,065,02, ,2, , , , , , ,    
10,2011,04,2,32,031,04,1,065,03, ,1, , , , , , ,    
10,2011,04,2,32,031,05,1,066,03, ,1, , , , , , ,    
10,2011,04,2,32,031,05,1,066,04, ,1, , , , , , ,    
10,2011,04,2,32,031,06,1,067,02, ,2, , , , , , ,    
10,2011,04,2,32,031,06,1,067,03, ,1, , , , , , ,    
10,2011,04,2,32,031,07,1,068,02, ,2, , , , , , ,    
10,2011,04,2,32,031,07,1,068,03, ,1, , , , , , ,    
10,2011,04,2,32,031,07,1,068,04, ,1, , , , , , ,    
10,2011,04,2,32,031,08,1,069,01, ,3, , , , , , ,    
10,2011,04,2,32,031,08,1,069,03, ,2, , , , , , ,    
10,2011,04,2,32,031,08,1,069,04, ,4, , , , , , ,    
10,2011,04,2,32,031,10,1,071,02, ,2, , , , , , ,    
10,2011,04,2,32,031,10,1,071,03, ,1, , , , , , ,    
10,2011,04,2,32,032,01,1,052,01, ,3, , , , , , ,    
10,2011,04,2,32,032,01,1,052,02, ,3, , , , , , ,    
10,2011,04,2,32,032,03,1,054,05, ,4, , , , , , ,    
10,2011,04,2,32,032,04,1,055,03, ,1, , , , , , ,    
10,2011,04,2,32,032,05,1,056,01, ,2, , , , , , ,    
10,2011,04,2,32,032,06,1,057,02, ,4, , , , , , ,    
10,2011,04,2,32,032,06,1,057,03, ,4, , , , , , ,    
10,2011,04,2,32,032,07,1,058,04, ,1, , , , , , ,    
10,2011,04,2,32,032,08,1,059,02, ,2, , , , , , ,    
10,2011,04,2,32,032,08,1,059,03, ,1, , , , , , ,    
10,2011,04,2,32,032,09,1,060,04, ,4, , , , , , ,    
10,2011,04,2,32,032,09,1,060,05, ,1, , , , , , ,    
10,2011,04,2,32,032,09,1,060,06, ,1, , , , , , ,    
10,2011,04,2,32,032,10,1,061,02, ,4, , , , , , ,    
10,2011,04,2,32,033,01,1,031,02, ,2, , , , , , ,    
10,2011,04,2,32,033,02,1,032,01, ,4, , , , , , ,    
10,2011,04,2,32,033,02,1,032,02, ,2, , , , , , ,    
10,2011,04,2,32,033,03,1,033,01, ,3, , , , , , ,    
10,2011,04,2,32,033,03,1,033,02, ,2, , , , , , ,    
10,2011,04,2,32,033,04,1,034,02, ,2, , , , , , ,    
10,2011,04,2,32,033,04,1,034,03, ,3, , , , , , ,    
10,2011,04,2,32,033,05,1,035,02, ,2, , , , , , ,    
10,2011,04,2,32,033,05,2,036,02, ,2, , , , , , ,    
10,2011,04,2,32,033,06,1,037,02, ,2, , , , , , ,    
10,2011,04,2,32,033,06,1,037,04, ,1, , , , , , ,    
10,2011,04,2,32,033,07,1,038,03, ,2, , , , , , ,    
10,2011,04,2,32,033,07,1,038,05, ,2, , , , , , ,    
10,2011,04,2,32,033,09,1,040,02, ,2, , , , , , ,    
10,2011,04,2,32,033,10,1,041,04, ,1, , , , , , ,    
10,2011,05,1,32,034,01,1,001,01, ,3, , , , , , ,    
10,2011,05,1,32,034,02,1,002,01, ,3, , , , , , ,    
10,2011,05,1,32,034,02,1,002,02, ,2, , , , , , ,    
10,2011,05,1,32,034,03,1,003,01, ,3, , , , , , ,    
10,2011,05,1,32,034,03,1,003,02, ,2, , , , , , ,    
10,2011,05,1,32,034,03,1,003,03, ,4, , , , , , ,    
10,2011,05,1,32,034,04,1,004,01, ,3, , , , , , ,    
10,2011,05,1,32,034,06,1,006,03, ,1, , , , , , ,    
10,2011,05,1,32,034,07,1,007,01, ,3, , , , , , ,    
10,2011,05,1,32,034,07,1,007,04, ,2, , , , , , ,    
10,2011,05,1,32,034,07,1,007,05, ,4, , , , , , ,    
10,2011,05,1,32,034,08,1,008,02, ,2, , , , , , ,    
10,2011,05,1,32,034,09,1,009,03, ,1, , , , , , ,    
10,2011,05,2,32,035,01,1,011,04, ,1, , , , , , ,    
10,2011,05,2,32,035,02,1,012,01, ,4, , , , , , ,    
10,2011,05,2,32,035,03,1,013,02, ,2, , , , , , ,    
10,2011,05,2,32,035,04,1,014,03, ,1, , , , , , ,    
10,2011,05,2,32,035,04,1,014,04, ,1, , , , , , ,    
10,2011,05,2,32,035,07,1,017,04,1, ,2,1, , , , ,3449
10,2011,05,2,32,035,08,1,018,02, ,1, , , , , , ,    
10,2011,05,2,32,035,08,1,018,03, ,2, , , , , , ,    
10,2011,05,2,32,035,08,1,018,04, ,2, , , , , , ,    
10,2011,05,2,32,036,01,1,021,01, ,2, , , , , , ,    
10,2011,05,2,32,036,01,1,021,02, ,1, , , , , , ,    
10,2011,05,2,32,036,02,1,022,01, ,3, , , , , , ,    
10,2011,05,2,32,036,02,1,022,03, ,2, , , , , , ,    
10,2011,05,2,32,036,03,1,023,02, ,2, , , , , , ,    
10,2011,05,2,32,036,03,1,023,06, ,3, , , , , , ,    
10,2011,05,2,32,036,05,1,025,03, ,1, , , , , , ,    
10,2011,05,2,32,036,06,1,026,02, ,2, , , , , , ,    
10,2011,05,2,32,036,06,1,026,03, ,1, , , , , , ,    
10,2011,05,2,32,036,07,1,027,01, ,3, , , , , , ,    
10,2011,05,2,32,036,08,1,028,01, ,3, , , , , , ,    
10,2011,05,2,32,036,08,1,028,02, ,3, , , , , , ,    
10,2011,05,2,32,036,08,1,028,05, ,4, , , , , , ,    
10,2011,05,2,32,036,09,1,029,02, ,2, , , , , , ,    
10,2011,05,2,32,036,09,1,029,03, ,1, , , , , , ,    
10,2011,05,2,32,036,09,1,029,05, ,1, , , , , , ,    
10,2011,05,2,32,036,10,1,030,01, ,3, , , , , , ,    
10,2011,05,2,32,037,02,1,032,01, ,4, , , , , , ,    
10,2011,05,2,32,037,02,1,032,02, ,4, , , , , , ,    
10,2011,05,2,32,037,02,1,032,05, ,1, , , , , , ,    
10,2011,05,2,32,037,04,1,034,02, ,2, , , , , , ,    
10,2011,05,2,32,037,04,1,034,03, ,1, , , , , , ,    
10,2011,05,2,32,037,05,1,035,01, ,3, , , , , , ,    
10,2011,05,2,32,037,05,1,035,02, ,2, , , , , , ,    
10,2011,05,2,32,037,06,1,036,01, ,3, , , , , , ,    
10,2011,05,2,32,037,07,1,037,02, ,2, , , , , , ,    
10,2011,05,2,32,037,07,1,037,06, ,2, , , , , , ,    
10,2011,05,2,32,037,08,1,038,01, ,3, , , , , , ,    
10,2011,05,2,32,037,08,1,038,02, ,3, , , , , , ,    
10,2011,05,2,32,037,08,1,038,04, ,1, , , , , , ,    
10,2011,05,2,32,037,08,1,038,05, ,4, , , , , , ,    
10,2011,05,2,32,037,09,1,039,02, ,2, , , , , , ,    
10,2011,05,2,32,037,10,1,040,01, ,3, , , , , , ,    
10,2011,05,2,32,037,10,1,040,03, ,2, , , , , , ,    
10,2011,05,2,32,038,01,1,041,02, ,3, , , , , , ,    
10,2011,05,2,32,038,01,1,041,03, ,2, , , , , , ,    
10,2011,05,2,32,038,01,1,041,06,1, ,3, , , , , ,    
10,2011,05,2,32,038,01,1,041,07, ,2, , , , , , ,    
10,2011,05,2,32,038,01,1,041,08, ,1, , , , , , ,    
10,2011,05,2,32,038,01,1,041,10, ,2, , , , , , ,    
10,2011,05,2,32,038,02,1,042,01, ,2, , , , , , ,    
10,2011,05,2,32,038,04,1,044,03, ,3, , , , , , ,    
10,2011,05,2,32,038,05,1,045,02, ,2, , , , , , ,    
10,2011,05,2,32,038,05,1,045,04, ,1, , , , , , ,    
10,2011,05,2,32,038,06,1,046,01, ,3, , , , , , ,    
10,2011,05,2,32,038,10,1,050,02, ,2, , , , , , ,    
10,2011,05,2,32,039,01,1,051,01, ,3, , , , , , ,    
10,2011,05,2,32,039,01,1,051,02, ,2, , , , , , ,    
10,2011,05,2,32,039,02,1,052,02, ,2, , , , , , ,    
10,2011,05,2,32,039,02,1,052,03, ,2, , , , , , ,    
10,2011,05,2,32,039,02,1,052,04, ,1, , , , , , ,    
10,2011,05,2,32,039,03,1,053,01, ,4, , , , , , ,    
10,2011,05,2,32,039,03,1,053,02, ,4, , , , , , ,    
10,2011,05,2,32,039,04,1,054,02, ,1, , , , , , ,    
10,2011,05,2,32,039,04,1,054,03, ,1, , , , , , ,    
10,2011,05,2,32,039,06,1,056,01, ,3, , , , , , ,    
10,2011,05,2,32,039,06,1,056,02, ,3, , , , , , ,    
10,2011,05,2,32,039,07,1,057,01, ,2, , , , , , ,    
10,2011,05,2,32,039,07,1,057,04, ,2, , , , , , ,    
10,2011,05,2,32,039,08,1,058,03, ,1, , , , , , ,    
10,2011,05,2,32,039,08,1,058,04, ,1, , , , , , ,    
10,2011,05,2,32,039,09,1,059,02, ,2, , , , , , ,    
10,2011,05,2,32,039,09,1,059,03, ,1, , , , , , ,    
10,2011,05,2,32,039,10,1,060,01, ,2, , , , , , ,    
10,2011,05,2,32,040,01,1,061,01, ,4, , , , , , ,    
10,2011,05,2,32,040,01,1,061,02, ,2, , , , , , ,    
10,2011,05,2,32,040,02,1,062,01, ,4, , , , , , ,    
10,2011,05,2,32,040,02,1,062,02, ,2, , , , , , ,    
10,2011,05,2,32,040,02,1,062,03, ,1, , , , , , ,    
10,2011,05,2,32,040,02,1,062,04, ,1, , , , , , ,    
10,2011,05,2,32,040,03,1,063,01, ,2, , , , , , ,    
10,2011,05,2,32,040,06,1,066,02, ,2, , , , , , ,    
10,2011,05,2,32,040,06,1,066,03, ,1, , , , , , ,    
10,2011,05,2,32,040,06,1,066,04, ,1, , , , , , ,    
10,2011,05,2,32,040,06,1,066,05, ,1, , , , , , ,    
10,2011,05,2,32,040,07,1,067,02, ,2, , , , , , ,    
10,2011,05,2,32,040,07,1,067,03, ,1, , , , , , ,    
10,2011,05,2,32,040,07,1,067,04, ,1, , , , , , ,    
10,2011,05,2,32,040,08,1,068,01, ,4, , , , , , ,    
10,2011,05,2,32,040,08,1,068,03, ,1, , , , , , ,    
10,2011,05,2,32,040,09,1,069,01, ,2, , , , , , ,    
10,2011,05,2,32,040,09,1,069,02, ,3, , , , , , ,    
10,2011,05,2,32,040,09,1,069,03, ,1, , , , , , ,    
10,2011,05,2,32,040,09,1,069,04, ,1, , , , , , ,    
10,2011,05,2,32,040,10,1,070,02,1, ,2,1, , , , ,4121
10,2011,05,2,32,040,10,1,070,05, ,1, , , , , , ,    
10,2011,05,2,32,041,01,1,081,02, ,2, , , , , , ,    
10,2011,05,2,32,041,01,1,081,04, ,2, , , , , , ,    
10,2011,05,2,32,041,02,1,082,02, ,2, , , , , , ,    
10,2011,05,2,32,041,02,1,082,04, ,1, , , , , , ,    
10,2011,05,2,32,041,02,1,082,05, ,1, , , , , , ,    
10,2011,05,2,32,041,02,1,082,06, ,1, , , , , , ,    
10,2011,05,2,32,041,02,1,082,07, ,3, , , , , , ,    
10,2011,05,2,32,041,04,1,084,01, ,2, , , , , , ,    
10,2011,05,2,32,041,06,1,086,02, ,2, , , , , , ,    
10,2011,05,2,32,041,06,1,086,04, ,2, , , , , , ,    
10,2011,05,2,32,041,07,1,087,03, ,2, , , , , , ,    
10,2011,05,2,32,041,07,1,087,05, ,9, , , , , , ,    
10,2011,05,2,32,041,08,1,088,01, ,2, , , , , , ,    
10,2011,05,2,32,041,08,1,088,03, ,2, , , , , , ,    
10,2011,05,2,32,041,09,1,089,02, ,2, , , , , , ,    
10,2011,05,2,32,041,09,1,089,03, ,1, , , , , , ,    
10,2011,05,2,32,041,10,1,090,02, ,2, , , , , , ,    
10,2011,05,2,32,041,10,1,090,04, ,2, , , , , , ,    
10,2011,05,3,32,042,03,1,073,02, ,1, , , , , , ,    
10,2011,05,3,32,042,03,1,073,03, ,1, , , , , , ,    
10,2011,05,3,32,042,04,1,074,04, ,1, , , , , , ,    
10,2011,05,3,32,042,05,1,075,05, ,1, , , , , , ,    
10,2011,05,3,32,042,06,1,076,04, ,1, , , , , , ,    
10,2011,05,3,32,042,06,1,076,05, ,1, , , , , , ,    
10,2011,05,3,32,042,06,1,076,06, ,1, , , , , , ,    
10,2011,05,3,32,042,08,1,078,02, ,9, , , , , , ,    
10,2011,05,3,32,042,10,1,080,02, ,2, , , , , , ,    
10,2011,06,2,32,044,01,1,061,02, ,2, , , , , , ,    
10,2011,06,2,32,044,01,1,061,03, ,1, , , , , , ,    
10,2011,06,2,32,044,03,1,063,01, ,3, , , , , , ,    
10,2011,06,2,32,044,03,1,063,02, ,3, , , , , , ,    
10,2011,06,2,32,044,03,1,063,04, ,2, , , , , , ,    
10,2011,06,2,32,044,04,1,064,02, ,2, , , , , , ,    
10,2011,06,2,32,044,05,1,065,02, ,2, , , , , , ,    
10,2011,06,2,32,044,06,1,066,02,1, ,2,1, , , , ,4121
10,2011,06,2,32,044,06,1,066,03,1, ,2,1, , , , ,4121
10,2011,06,2,32,044,06,1,066,04,1, ,2,1, , , , ,4121
10,2011,06,2,32,044,07,1,067,03, ,1, , , , , , ,    
10,2011,06,2,32,044,07,1,067,04, ,1, , , , , , ,    
10,2011,06,2,32,044,09,1,069,03, ,1, , , , , , ,    
10,2011,06,2,32,044,10,1,070,03,1, ,2,4, , , , ,4121
10,2011,06,2,32,044,10,1,070,04, ,3, , , , , , ,    
10,2011,06,2,32,045,05,1,005,01, ,3, , , , , , ,    
10,2011,06,2,32,045,05,1,005,02, ,2, , , , , , ,    
10,2011,06,2,32,045,05,1,005,05, ,1, , , , , , ,    
10,2011,06,2,32,045,06,1,006,01, ,3, , , , , , ,    
10,2011,06,2,32,045,07,1,007,01, ,3, , , , , , ,    
10,2011,06,2,32,045,08,1,008,01, ,3, , , , , , ,    
10,2011,06,2,32,045,08,1,008,02, ,3, , , , , , ,    
10,2011,06,2,32,045,08,1,008,04, ,2, , , , , , ,    
10,2011,06,2,32,045,09,1,009,02, ,2, , , , , , ,    
10,2011,06,2,32,045,10,1,010,01, ,3, , , , , , ,    
10,2011,06,2,32,046,01,1,051,03, ,2, , , , , , ,    
10,2011,06,2,32,046,01,1,051,04, ,1, , , , , , ,    
10,2011,06,2,32,046,02,1,052,01, ,4, , , , , , ,    
10,2011,06,2,32,046,02,1,052,02, ,3, , , , , , ,    
10,2011,06,2,32,046,05,1,055,04, ,1, , , , , , ,    
10,2011,06,2,32,046,06,1,056,03, ,2, , , , , , ,    
10,2011,06,2,32,046,08,1,058,01, ,2, , , , , , ,    
10,2011,06,2,32,046,08,1,058,05, ,9, , , , , , ,    
10,2011,06,2,32,046,09,1,059,01, ,4, , , , , , ,    
10,2011,06,2,32,046,09,1,059,02, ,3, , , , , , ,    
10,2011,06,2,32,046,09,1,059,04, ,2, , , , , , ,    
10,2011,06,2,32,046,10,1,060,02, ,2, , , , , , ,    
10,2011,06,2,32,046,10,1,060,04, ,1, , , , , , ,    
10,2011,06,2,32,047,02,1,012,02, ,2, , , , , , ,    
